name,gdp,gdp_per_capita,gdp_growth,fertility,infant_mortality,sex_ratio,population,pop_growth,pop_density,urban_population,urban_population_growth,imports,exports,unemployment,employment_industry,employment_agriculture,employment_services,tourists,surface_area,forested_area,internet_users,homicide_rate,refugees,threatened_species,co2_emissions,life_expectancy_avg,primary_school_enrollment_avg,secondary_school_enrollment_avg,post_secondary_enrollment_avg,region_Central America,region_Central Asia,region_Eastern Africa,region_Eastern Asia,region_Eastern Europe,region_Middle Africa,region_Northern Africa,region_Northern America,region_Northern Europe,region_Oceania,region_South America,region_South-Eastern Asia,region_Southern Africa,region_Southern Asia,region_Southern Europe,region_Western Africa,region_Western Asia,region_Western Europe
Gambia,-0.24296032783288588,-0.5896467205458849,1.0128057906159726,1.950289512918734,1.1438776891057756,-0.17366464124107955,-0.2663016144178603,1.45787766498025,-0.056410446057425054,0.09545366915078758,1.2709761441599177,-0.36304209206183335,-0.3751693791393799,0.37211882324579626,-0.4978750001859604,0.14735067788298603,0.06015782777634821,-0.4942774539156367,-0.3658372197208593,0.7779519495555636,-1.2275637286768364,-0.4820230731293953,-0.38617777729357616,-0.46959484399361595,-0.2151563608591553,-1.401337251060182,-0.33049118525539345,-1.1317730334817555,-1.3286916526391146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Georgia,-0.2346664993412889,-0.4501793137484013,0.4755031370517457,-0.4490357297785399,-0.6122630689471532,-0.506793805524283,-0.2560355850591607,-1.3097457229689144,-0.14440984214539299,-0.033515616784074595,-1.543856757352913,-0.3332208978219853,-0.3616753680963828,1.4596170985273884,-0.6927918207084938,0.8259607045102737,-0.692308638448922,-0.2049524197563928,-0.3363888221249594,0.4423696709065517,0.2551165426249183,-0.45220721293582444,-0.1467679532001076,-0.3753247762461125,-0.21465717110667268,0.14340799616899097,-0.2851232308902494,0.7559334166523123,0.8357415103021686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Germany,1.8077278542446216,1.183634786911028,-0.5674961316317534,-0.8360236721490679,-0.9198357440863668,-0.2010451204972336,0.26506989374327905,-0.6847985063352322,-0.05563426615808245,0.7847722663888447,-0.9919287374484363,3.9354730199122483,5.0132862501498865,-0.8124775123287952,0.842178140906455,-1.0252135858131441,0.8810303363857332,2.142949474571797,-0.19133964436966283,0.0935407233635,1.1882719581295191,-0.5814092737746315,0.8460637413443967,-0.19645336564828544,0.6715294369881485,1.1364585122448887,0.1231883583960416,0.49422098394141784,1.050599806379334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ghana,-0.2097673530555307,-0.5333573022994952,0.9495937137260635,0.944120862755361,0.6874795259959751,0.02712553997071363,-0.07916208687148882,0.8329304483465679,-0.105988937127934,-0.13580160218068935,0.8294337282363363,-0.32856956789754593,-0.31474407106425245,-0.5211833314497973,0.28179228190417205,0.23506217792324766,-0.4129839653804506,-0.47053972816416484,-0.2512594820873094,0.4600318960986049,-0.5639865443180093,-0.4621458330003481,-0.3785640373047379,-0.0635083983120626,-0.20829250176251887,-1.1352256748568366,0.1836789642162315,-0.6454944488318349,-0.8725580568687386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Greece,-0.13049940020705167,0.16877693151962408,-0.4410719778519353,-1.0682164375713847,-0.9396791424824451,-0.2649329054282584,-0.21401800688239653,-1.4883020705785381,-0.13300969987379846,0.8737166015163359,-1.1023143414293317,-0.1491779626597431,-0.23852943474277236,1.6149739949961872,-0.5709688078819105,-0.5404921382222242,0.9380353717058294,1.540355265495303,-0.30499820678161654,0.040554047787340106,0.6110980529840808,-0.5814092737746315,-0.26545769991499674,0.5770446261261019,-0.14664256733091183,1.2467974584755432,-0.21707129934253494,0.7019024628023213,3.3876240596121105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Grenada,-0.24320134595902734,-0.21944385391271246,0.25426086793706404,-0.4490357297785399,-0.33445549140205716,-0.03219883175095252,-0.2813545391454701,-0.6847985063352322,-0.0116830793578074,-1.038586603724725,-0.8815431334675411,-0.3631252753093643,-0.37514411621418575,0.721671840300594,-0.28468472773943976,-0.6351282303709276,0.7613197622135315,-0.5195288897150285,-0.3713583215730141,0.8574319629198031,0.13069582055763812,0.40251411261320647,-0.3899000501770082,-0.5348587370495799,-0.2030510093614511,0.020087997440611224,0.3349054787667095,1.2320811974553603,2.264020839142999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,-0.20305312827427044,-0.4444082747723494,-0.06179951651248103,0.17014497801430487,-0.05168706425794151,-0.23298901296274635,-0.16508457304986715,0.5650959269321324,-0.09114449655300667,-0.3715040902685412,0.33269851032230746,-0.295882017586527,-0.3345177235126562,-0.9095755726217946,-0.18113516683684427,0.36432123061415966,-0.3616794335923641,-0.40971610623865434,-0.31662932801682275,0.1067873922575398,0.33460755950123605,1.5653326601624693,-0.265711491247958,0.17095818044454855,-0.20592135043822632,0.19533220615988828,-0.04316080760948548,-1.0456612007833321,-0.6559386272171699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,-0.23776233561672686,-0.5812535154690923,0.7915635215012908,1.563301570548206,1.4812154618391067,-0.38814506208095007,-0.19632020817878587,1.3685994911754382,-0.1463502918937495,-1.0341393869683506,0.5534697182840981,-0.35771143228255786,-0.3666557733489466,-0.5600225555669971,-1.6673759233211596,1.7492396523025022,-1.3763690622900766,-0.5254461199023519,-0.24756866331490998,-0.20671710490140552,-1.2897740897104768,-0.4820230731293953,-0.3844858350738343,0.20238153636038303,-0.2151563608591553,-1.4922046185442515,-0.8295386832719703,-1.499858906584821,-1.0152098763953812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Guinea-Bissau,-0.2430507096301889,-0.5872860132037441,0.1594427526022005,1.4085063935999946,1.7540621897851834,-0.29231338468441254,-0.2692338327270563,1.1007649697610031,-0.13829742543806997,-0.7094925637530078,0.8294337282363363,-0.36410267846785305,-0.3617944647437267,-0.9095755726217946,-1.5699175130598928,2.0493053103349763,-1.792505820126779,-0.5291615900199736,-0.35331768008716025,1.7449587788204788,-1.7770885844739905,-0.5615320336455842,-0.3882927050682535,-0.45750893787214114,-0.2151563608591553,-1.9011077722225618,1.2309225774782921,-1.371535391191092,-1.0557159486066503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Guyana,-0.24182536101043084,-0.43107766734112773,0.03301859882238247,-0.13944537588211753,0.25092476128225255,-0.04588907137902923,-0.27694641585213536,-0.6847985063352322,-0.17031484628595245,-1.4699666290930573,-0.9367359354579888,-0.352737767273936,-0.37018897388681615,0.8964483488279927,0.36706839088278026,-0.3050560065352059,0.20837091960859805,-0.5125107794928543,-0.26314270842991994,2.3587211042443297,-0.6227407741831139,0.7404271948070092,-0.3590221046667198,-0.38499350114329234,-0.1634902214772012,-0.3368909462468009,-0.3493944995742032,0.47564784355548295,-1.0152098763953812,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Haiti,-0.23898456762278483,-0.5851450827891221,-0.5674961316317534,0.24754256648841055,1.615158401012635,-0.219298773334669,-0.20762459546880435,0.029426884103261924,0.02843571918946353,-0.15803768596256215,0.6638553222649932,-0.353947390331782,-0.37256729784438103,1.3042602020585898,-1.6186467181905262,0.2258293884453254,0.47629458561305044,-0.5015019791443456,-0.3575404406361828,-1.1958017156563876,-0.7886350702728206,-0.00496931003226179,-0.38736213684739546,-0.029667861171933162,-0.22139623276518838,-1.1482067273545618,0.2082532728306844,0.5904636204867145,0.04323140182081975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,-0.23135769446301038,-0.5220463690470231,0.12783671415724612,-0.13944537588211753,-0.33445549140205716,-0.10521344310069539,-0.21740083335046675,0.38653957932250893,-0.1293228453519211,-0.09132943461694375,0.49827691629365034,-0.3298901019520999,-0.3602425993389423,-0.38524604703959825,-0.022765250162285994,0.308924493746626,-0.3673799371243734,-0.4737047582643611,-0.31481265861286717,0.4600318960986049,-0.8162841196211051,3.195266350744342,-0.17705371893348631,0.14678636820159896,-0.213783589039828,0.3381237836348531,-0.8219773575444469,-1.0608574065536422,-0.49919773909530324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,-0.16179851272597615,-0.0004967737582432212,0.5703212523866092,-0.9134212606231736,-0.8751880976951906,-0.5204840451523598,-0.2190008188421216,-1.3097457229689144,-0.12049379899689895,0.5268336945191197,-1.0471215394388842,0.0392251610605801,0.0650190474223651,-0.7153794520357959,1.5731162178659541,-0.8682561646884653,0.33948250084481957,0.6754075831134112,-0.3246286230747622,-0.3480149064378315,0.718238119208683,-0.42239135274225365,-0.3844858350738343,-0.3825763199189974,-0.16835732156390706,0.539330097349577,-0.1225547277484862,0.6698215839538889,0.28802896866283617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,-0.23036453356391015,2.295918238568533,0.4122910601618366,-0.6812284952008568,-1.0140918864677386,-0.05957931100710593,-0.27985904250224986,-0.5062421587256087,-0.17060591374820594,1.518563031190647,-0.8263503314770934,-0.3419516728440886,-0.356391807741489,-0.7736382882115954,-0.4613280963379853,-0.9051873226001543,1.337070618946503,-0.3709788900123394,-0.319598621971831,-1.3282684045967872,1.5096921568033261,-0.5814092737746315,-0.3888848848451631,-0.592871086432659,-0.2227690045845157,1.3441553522084744,-0.15658069352234397,1.1425924301413122,1.1298508172274688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
India,1.199885853907595,-0.5389199321201414,1.1076239059508362,-0.37163814130443423,0.5088889404312703,0.27354985327609693,8.730103338611986,-0.23840763731117343,0.05288538601875563,-1.1230837220958418,0.16712010435096433,1.2950426490354368,0.7913498006904683,-0.3464068229223985,0.769084333210505,0.8351934939881961,-1.387770069354096,0.666531737832426,1.2859393092654428,-0.299443787159685,-0.7229685780706451,-0.36275963235511194,-0.2151224188776774,2.022518998254488,2.4721068741930603,-0.40179620873542343,0.826391651055763,-0.2841624449600186,-0.4322746632679894,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Indonesia,0.2975332087517146,-0.4692468568393359,0.6019272908315639,-0.2942405528303289,-0.14098235704029388,-0.036762244960311205,1.5041770251171112,-0.14912946350636158,-0.09900331803385055,-0.1669321194753114,0.2775057083318597,0.22698014864389124,0.2274524384422144,-0.46292449527399776,0.3427037883174637,0.19813102001155847,-0.4015829583164312,0.5555492693190229,0.5919786558974076,0.7911986184496034,-0.5328813638011893,-0.6311023740972495,-0.3780564546388154,3.318128134476587,0.3939799346077961,-0.12270358003435547,0.29709885012909,0.17678913007271924,-0.1416876234914949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Iran, Islamic Republic Of",0.0019317491378241323,-0.397629892527201,-2.558676553663888,-0.37163814130443423,-0.4435941825804877,-0.009381765704157798,0.26643477932595605,0.11870505790807356,-0.14722349428050993,0.6958279312613534,-0.05365110361082625,-0.2936949913701922,-0.3124848437540315,0.7799306764763932,1.2685586857994964,-0.2588920591455945,-0.2704713770802101,-0.03032532422817375,0.44970011327248466,-1.058919470417975,0.507414117928014,-0.42239135274225365,0.43872865194155175,-0.2907234333957889,0.4822117233591043,0.5263490448518517,0.6335778450039048,0.08898883006648368,0.9748710626800049,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Iraq,-0.133546928970138,-0.40749711872131733,-1.3576470927556163,0.78932568580715,0.11698182210872408,0.013435300342636926,-0.019414057225978172,1.1007649697610031,-0.12733388435985565,0.48680874371174904,0.7190481242554408,-0.256019912175963,-0.3584489316501567,1.0906444694139914,0.30615688446948863,-0.2588920591455945,0.18556890548055965,-0.47088375317505576,-0.15217461172418523,-1.2664506164246008,0.680220676354792,0.3329437721615411,1.4140487445117282,-0.4865151125636807,-0.05092293229236404,-0.2654951575093203,0.45588669040709145,-1.0118918546270876,-0.8584689882735145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ireland,-0.04503406101591318,2.3924419915803328,1.550108444180199,-0.6812284952008568,-0.9446399920814647,-0.16453781482236218,-0.2498380902363834,-0.059851289701549924,-0.13747273429501844,0.162161920496406,-0.8263503314770934,-0.013052044043979208,0.24095005847452503,-0.38524604703959825,-0.1689528655541858,-0.8728725594274264,1.160355009454205,0.21950563868079526,-0.336339913734123,-0.8690505496034026,1.00855313736567,-0.5814092737746315,-0.37771806619486703,-0.48893229378797565,-0.18096186281409388,1.2532879847244067,-0.11877406488472447,1.4059933301600192,1.3182921096885893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Israel,-0.05131195987915869,1.05863476475607,0.03301859882238247,0.24754256648841055,-0.9446399920814647,-0.14172074877556745,-0.22555749408139286,0.29726140551769725,0.02178967880134247,1.456301996601403,-0.21922950958216925,-0.09933386754546428,-0.16417703690703347,-0.6571206158599964,-0.37605198735937717,-1.0390627700300277,1.4624816966507148,-0.24871240114171483,-0.36040334623586634,-1.0147639074378418,0.9809040880173857,-0.5217775533874898,-0.3432870420231208,-0.1795330970782207,-0.14589378270218786,1.331174299710751,0.1874596270799943,0.7238525378038799,0.8181301745581383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Italy,0.8391534011889031,0.6862871784509047,-0.7887384007464351,-1.0682164375713847,-0.9496008416804842,-0.3333841035686426,0.11276433604379288,-1.131189375359291,-0.07251617896878412,0.48680874371174904,-0.9919287374484363,1.2765967638954472,1.547191259574669,0.5080561076559955,0.6959905255145553,-0.9144201120780766,0.8069237904696083,3.703859753985973,-0.21922398187922626,0.044969604085353485,0.6594838893435788,-0.6112251339682023,-0.16876320205675135,0.4851917396028934,0.17570921533475822,1.4025700884482333,-0.04316080760948548,0.5938405551023388,0.7688184344748544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cote D'ivoire,-0.2214582904802425,-0.5517427790636475,1.2972601366205634,1.563301570548206,1.9177702265528291,-0.023072005332234503,-0.10982303333401723,1.1007649697610031,-0.1319909637559113,-0.38039852378129013,0.7190481242554408,-0.3284205312457196,-0.32936047778373323,-0.7347990640943958,-0.7902502309697602,0.7336328097310508,-0.5326945395526528,-0.3970559858378694,-0.20894313559927766,0.0935407233635,-0.2944083131722358,-0.4820230731293953,0.19618873474156076,-0.0030788677046885973,-0.21278520953486274,-1.953031982213458,-0.1981679850237252,-1.1030690892489479,-1.094460887243516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jamaica,-0.23564615491435534,-0.41389338516358637,-0.4410719778519353,-0.5264333182526456,-0.49320267857068345,-0.16910122803172087,-0.2627489935710839,-0.6847985063352322,-0.03962555573414122,-0.1669321194753114,-0.7159647274961981,-0.3427835053193982,-0.3695357468210813,0.15850309060119785,-0.4491457950553273,-0.35583634866377856,0.6530101951053483,-0.3621030447313543,-0.36599100383637595,0.018476266297273537,-0.007549426183784242,3.692197353970523,-0.3899000501770082,0.1008599249399947,-0.2167787275547239,0.25374694239964546,-0.8673453119095899,-0.04608855455849484,-0.4622139340328403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,2.338473662046526,0.8641397624167441,-0.7887384007464351,-0.9908188490972794,-0.9892876384726408,-0.3105670375218479,0.5438722635789048,-1.3097457229689144,-0.003969791608090267,1.4207242625504066,-1.1575071434197794,2.1338451872943707,2.1713876152720797,-0.9484147967389943,0.5132560062746805,-0.923652901555999,0.9095328540457813,1.6139078128237767,-0.1809761076144856,1.674309878052266,1.243570056826088,-0.6410409941617732,-0.36325196021607437,0.45618556491135387,1.187691641055207,1.5583427184209233,-0.02047683042691292,0.2873837387344197,0.6296888820970177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,-0.2218722806667398,-0.45620044371094015,-0.4410719778519353,0.09274738954019918,-0.35429888979813545,0.017998713551995612,-0.2154547285483723,0.5650959269321324,-0.11651587701276808,1.3984881787685337,2.0436753720261844,-0.2965821432532459,-0.34586077692483597,1.4401974864687885,0.5498029101226551,-0.9421184805118435,0.9095328540457813,-0.24671705607854763,-0.3264972261308431,-1.3017750668087071,0.396817920534876,-0.5317161734520134,0.24973870599638964,-0.3874106823675873,-0.19356640406428077,0.260237468648509,-1.5856712560243602,-0.692771533450577,-0.21037183289321165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kazakhstan,-0.1506529826987828,-0.24583224224444303,0.25426086793706404,0.09274738954019918,-0.696597512130486,-0.3607645828247967,-0.15946176689348016,0.029426884103261924,-0.16885950897468507,-0.100223868129693,-0.21922950958216925,-0.23181012117580743,-0.16693791373182426,-0.5017637193911975,0.07469316009898068,-0.3696855328806619,0.4249900538249635,-0.21850700518549412,1.0023911486554289,-1.2973595105106939,0.815009791927679,-0.16398723106463967,-0.38237090729915707,-0.4840979313393857,0.09371729848948328,0.09148378617809365,0.1496529984423748,0.9990727089772728,0.7564904994540337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,-0.19814705887468798,-0.5519663452485373,0.9495937137260635,0.6345305088589386,0.7222054731891118,-0.15541098840364417,0.06906840573904792,0.9222086221513793,-0.12641217072938632,-1.434388895042061,1.2709761441599177,-0.2959721327713522,-0.35170733961262823,-0.8901559605631946,-1.5211883079292596,1.4030100468804163,-1.0229378433054799,-0.43840779214695513,-0.07306100375941735,-1.005932794841815,-1.2966863520475476,-0.18386447119368685,0.0267407214344168,0.6471428816306558,-0.20517256580950233,-0.8106993624137329,0.058917089712087804,-0.9072068815427299,-1.0204932771185904,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic Of",-0.2347251955659742,-0.5907152911245104,-2.3374342845492064,-0.6038309067267512,-0.38902483699127244,-0.2968767978937712,-0.11373483459728763,-0.6847985063352322,-0.06839272325352654,0.10434810266353682,-0.7159647274961981,-0.35341016519147794,-0.371361895413688,-0.851316736445995,-0.814614833535077,1.2783673889284657,-1.1939529492657686,1.0688001830671512,-0.3107557832245167,0.49535634648271126,-1.9118777000468774,-0.6161944440004641,-0.36485930532482913,-0.467177662769321,-0.2010542503515205,-0.07077937004345815,0.7848043595543817,0.30848958008207256,-0.4780641362024672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic Of",0.6498746985184894,0.6572387314447234,-0.18822367029229908,-1.223011614519596,-0.974405089675582,-0.09152320347261868,0.052728962065087086,-0.9526330277496676,0.08354449204278852,0.962660936643827,-0.9919287374484363,1.3795394986836536,1.581433350180702,-0.5017637193911975,0.6228967178186052,-0.859023375210543,0.7727207692775508,0.5236925533105259,-0.3209680569152513,1.4491165068535872,1.4060082217472594,-0.6112251339682023,-0.3664666504335839,-0.3511529640031629,0.523270080500802,1.331174299710751,-0.3267105223916317,0.5617596762539063,1.8800937199231453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,-0.1702055781820103,0.6809935859036005,-0.6623142469666169,-0.4490357297785399,-0.7263626097246034,2.5415662183274925,-0.25419396910550085,0.7436522745417561,-0.055973844864044844,1.789843253329495,1.8229041640643944,-0.22589717866381523,-0.08191373449620772,-0.9484147967389943,0.5498029101226551,-0.9882824279014549,0.9722383928978876,0.05313514341395773,-0.3625482564896624,-1.3326839608948005,1.5304289438145393,-0.49196169319391897,-0.3106325571821036,-0.5421102807224648,-0.11394563854329838,0.40302904612347384,-0.7388027745416833,0.48240171278673194,0.5469156041000768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kyrgyzstan,-0.2396047737491058,-0.5681351064506474,0.06462463726733701,0.24754256648841055,-0.30965124340695926,-0.19648170728787429,-0.23948063313530352,0.4758177531273208,-0.1557614731732786,-1.029692170211976,-0.16403670759172154,-0.34428426974360254,-0.36617577777025745,-0.11337147821920028,0.5863498139706301,-0.1388657959326049,-0.09945627111992143,-0.05426946498618015,-0.270715945856346,-1.2046328282524144,-0.5985478560033649,-0.45220721293582444,-0.3893924675110856,-0.5759508178625943,-0.21440757623043133,-0.14217515878093873,0.38783475885937807,0.38447060893362267,0.032664600374401866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lao People's Democratic Republic,-0.23448261913298268,-0.5204397239217138,0.917987675281109,0.015349801066093845,0.8462267131646012,-0.06414272421646526,-0.23456965725887724,0.2079832317128854,-0.15697425426600142,-1.0741643377757215,0.6086625202745457,-0.344662060326139,-0.35429498495037337,-1.278548201735192,-0.9364378463616602,1.767705231258347,-1.7355007848066828,-0.2728629569062558,-0.25213529523043204,2.23950108419797,-1.0305642520703098,-0.4770537630971335,-0.3899000501770082,-0.07559430443353742,-0.06764578900053277,-0.6419456799433194,-0.005354178971865982,-0.5526287469021626,-0.8972139269103805,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Latvia,-0.22592647565496016,0.05966147626395007,0.4122910601618366,-0.7586260836749624,-0.9148748944873472,-0.7623449452483837,-0.26976933807528364,-2.113249287212221,-0.15755638919050835,0.37562832480238506,-1.8198207673051512,-0.3031709496514271,-0.32312053526077467,-0.13279109027780006,0.46452680114404693,-0.7805446646482036,0.7499187551495121,-0.39836328087925477,-0.3389739078962834,1.0340542148403356,0.9774479568488499,-0.2335575715163049,-0.19913356490111714,-0.5832023615354791,-0.21715311986908592,0.3186522048882662,-0.22841328793382015,0.9146493435866616,1.6951746946108306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lebanon,-0.21450772249339092,-0.30516443415975564,-0.978374631416162,-0.4490357297785399,-0.6122630689471532,-0.036762244960311205,-0.23751493667412757,-0.32768581111598516,0.15141172199155764,1.291754976615544,2.264446579987976,-0.30073090772385236,-0.36387685157758853,-0.17163031439499984,0.29397458318683056,-0.46201342765988473,0.4363910608889829,-0.39712479084004754,-0.366262268931943,-0.7586616421530697,0.79081687374793,-0.42239135274225365,0.4134341157564114,-0.41641685705912684,-0.19194403736871216,0.8443848310460955,-0.24353593938886817,0.5372769002906292,0.2580896978979854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lesotho,-0.242441931087435,-0.5694916605894698,-0.6623142469666169,0.40233774343662193,2.012026368934201,-0.219298773334669,-0.26809751650033004,-0.4169639849207969,-0.13800635797581648,-1.3854695107219408,0.4430841143032026,-0.3606956312877309,-0.3740145025590753,3.0326056752739774,2.6817056345878614,-0.6928331646079419,-0.4015829583164312,-0.4515495475629874,-0.3562269730266062,-1.2796972853186406,-0.9095996611715652,3.662381493776952,-0.38981545306602106,-0.6339631672456733,-0.21590514548787929,-2.4398214508781146,1.4010524063475789,-0.7299178142224462,-1.0645216164786653,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Liberia,-0.24270632381632729,-0.6000974923751372,-0.6623142469666169,1.3311088051258895,1.605236701814596,-0.05045248458838856,-0.24905442387312388,1.1007649697610031,-0.14678689308712972,-0.362609656755792,0.7190481242554408,-0.3635585213902547,-0.37222444385960307,-0.8707363485045948,-1.1922661732974849,0.9044394150726132,-0.5554965536806912,-0.5031188966955328,-0.3153788866840973,0.5660052472509244,-1.6353872065640327,-0.3428823922260647,-0.38245550441014414,-0.15294410361097616,-0.2151563608591553,-1.1417162011056992,-1.3096828669697387,-1.5471359912035636,-1.0028819413745602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Libya,-0.2259519280001777,-0.42173714792158207,4.615894173340787,-0.37163814130443423,-0.557693723357938,-0.013945178913516484,-0.2372145312348781,0.11870505790807356,-0.17036335752966136,0.9181887690800815,-0.8815431334675411,-0.35626265738806034,-0.3734948080979382,2.2169819688127834,0.22088077549088045,-0.21272811175598308,0.16276689135252123,-0.5299184450439336,0.47362387954472607,-1.3459306297888403,-1.1584411053061252,-0.41245273267773,-0.11800493546449654,-0.4986010186851555,-0.1737236114030955,0.05254062868492343,0.4936933190447109,0.48746711471016835,-0.1839548292771667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,-0.24027848174394523,6.1757729640645,-0.4094659394069808,-0.9134212606231736,-0.9297574432844059,-0.17366464124107955,-0.281831269516453,-0.5062421587256087,-0.05510064247728441,-2.0169742901271284,-0.8815431334675411,1.1134432217694166,1.2315129643270193,-0.8901559605631946,0.01378165368568906,-0.9882824279014549,1.2002585341782726,-0.5264093899328465,-0.3714516004627538,0.5527585783568846,1.4785869762865058,-0.41245273267773,-0.389730855955034,-0.648466254591443,-0.11269766416209176,1.1948732484846458,0.16477564989742174,1.129084691678814,-0.1733880278307488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lithuania,-0.2160421353050761,0.10630344524374212,0.09623067571229156,-0.7586260836749624,-0.8801489472942102,-0.7304010527828709,-0.26430979574457575,-2.4703619824314673,-0.1512014162646408,0.36228667453326147,-1.7646279653147037,-0.24132420511216063,-0.2557190508427444,-0.17163031439499984,0.73253742936253,-0.7759282699092425,0.6131066703812816,-0.3378836839646352,-0.33861440601312487,0.18626740562177932,0.8426588412759634,-0.21368033138725775,-0.3855855975166665,-0.5807851803111841,-0.21203642490613875,0.40951957237233555,0.11184636980475532,0.8319144455038625,1.1368953515250808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Luxembourg,-0.20697019225968616,3.830650837490729,-0.06179951651248103,-0.9908188490972794,-0.9347182928834256,0.004308473923918907,-0.2779978348895085,0.6543741007369442,-0.05500361998986659,1.3984881787685337,0.2775057083318597,-0.28483944147679247,-0.31956207179771096,-0.38524604703959825,-1.0217139553402683,-1.0344463752910664,1.7589078803152152,-0.46221432290060516,-0.3702283864816279,0.2260074123038994,1.4440256646011502,-0.6410409941617732,-0.38507801485074394,-0.6412147109185582,-0.2147819685447933,1.2467974584755432,-0.009134841835627716,0.6765754531851375,-0.7492787066605288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Madagascar,-0.23661386346823804,-0.5967970492049853,0.4122910601618366,1.098916039703572,0.3600634524606831,-0.11890368272877273,-0.10124841720935274,1.2793213173706268,-0.14916394402886643,-0.9718783523791068,1.4365545501312607,-0.35226639553792727,-0.36555503160834374,-1.0455128570319936,-1.3140891861240682,1.8646495207765308,-1.684196253018596,-0.5122355594841416,-0.07541213599107013,-0.4054171383120046,-1.5731768455303925,-0.04472379029035629,-0.389730855955034,6.354107752191057,-0.21471956982573298,-0.7652656786716991,3.034298763492743,-1.5910361412066814,-1.2353515731957558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,-0.24007070749727152,-0.6017533978462696,0.2226548294921096,1.176313628177678,0.9702479531400905,-0.22386218654402834,-0.15715648167489177,1.2793213173706268,-0.07382598254892477,-1.8924522209486405,0.9950121342076792,-0.3635065318605478,-0.37230384162449903,-0.2881479867465989,-0.7415210258391268,0.9136722045505357,-0.7778161914290663,-0.4723286582207975,-0.31179143100573364,0.124449617449593,-1.4349315987889701,-0.49196169319391897,-0.35665338555908127,-0.36565605134893264,-0.21471956982573298,-1.161187779852286,3.026737437765217,-1.4660895604285764,-1.3956147284664286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
